AGNT_CD;REG_NO;TRAINING_CD;FROM_DT;TO_DT;LAPSED_DAY;VENUE;OTHER;RESULT;DUR;STATUS;REMARKS;TRAINER_1;TRAINER_2;TRAINER_3;TIME_STAMP
A00838 ;;418;;;0;;;;;;;;;;24/09/2026 18:09
